Date,Open,High,Low,Close,Volume
2020-07-31T00:00:00,20.579999923706055,20.579999923706055,20.368999481201172,15.419036865234377,9900
2020-08-03T00:00:00,20.25,20.454999923706055,20.25,15.484137535095217,5100
2020-08-04T00:00:00,20.399999618530273,20.81999969482422,20.299999237060547,15.665058135986328,1600
2020-08-05T00:00:00,20.700000762939453,20.899999618530273,20.700000762939453,15.7680082321167,11000
2020-08-06T00:00:00,21.010000228881836,21.020000457763672,20.5,15.561349868774414,2900
2020-08-07T00:00:00,20.6299991607666,20.6299991607666,20.200000762939453,15.442502975463867,1400
2020-08-10T00:00:00,20.5,20.719999313354492,20.4950008392334,15.514419555664062,5000
2020-08-11T00:00:00,20.600000381469727,20.68000030517578,20.299999237060547,15.366806030273438,4200
2020-08-12T00:00:00,20.149999618530273,20.260000228881836,20.100000381469727,15.253256797790527,2300
2020-08-13T00:00:00,20.200000762939453,20.36000061035156,20.125,15.234333038330078,2100
2020-08-14T00:00:00,20,20.149999618530273,20,15.230547904968262,2300
2020-08-17T00:00:00,20.649999618530273,20.700000762939453,20.40999984741211,15.450074195861816,2900
2020-08-18T00:00:00,20.5939998626709,20.5939998626709,20.5939998626709,15.589359283447266,100
2020-08-19T00:00:00,20.579999923706055,20.579999923706055,20.450000762939453,15.480354309082031,900
2020-08-20T00:00:00,20.299999237060547,20.309999465942383,20.18000030517578,15.275967597961426,29400
2020-08-21T00:00:00,20.079999923706055,20.079999923706055,19.92200088500977,15.192699432373049,4100
2020-08-24T00:00:00,21.030000686645508,21.15999984741211,20.677000045776367,15.88534164428711,7400
2020-08-25T00:00:00,21.760000228881836,21.760000228881836,21.239999771118164,16.41371726989746,9100
2020-08-26T00:00:00,21.899999618530273,21.93000030517578,21.5,16.320608139038086,24400
2020-08-27T00:00:00,21.989999771118164,21.989999771118164,21.209999084472656,16.218412399291992,1100
2020-08-28T00:00:00,22.3700008392334,23.030000686645508,21.941999435424805,16.68168830871582,2500
2020-08-31T00:00:00,22,22,21.7450008392334,16.552244186401367,2400
2020-09-01T00:00:00,21.8799991607666,21.8799991607666,21.25,16.0859432220459,4500
2020-09-02T00:00:00,21.25,21.479999542236328,21.167999267578125,16.260047912597656,1400
2020-09-03T00:00:00,21.850000381469727,21.850000381469727,21.690000534057617,16.419015884399414,600
2020-09-04T00:00:00,21.780000686645508,21.780000686645508,21,15.980721473693848,6200
2020-09-08T00:00:00,20.920000076293945,21.1200008392334,20.229999542236328,15.650673866271973,11700
2020-09-09T00:00:00,21,21.09000015258789,20.700000762939453,15.687009811401367,18400
2020-09-10T00:00:00,21.28499984741211,21.28499984741211,21.28499984741211,16.112436294555664,100
2020-09-11T00:00:00,21.44499969482422,21.44499969482422,21.44499969482422,16.23355484008789,200
2020-09-14T00:00:00,22.09000015258789,22.899999618530273,21.8799991607666,17.221418380737305,7500
2020-09-15T00:00:00,22.780000686645508,22.81999969482422,22.11000061035156,16.782367706298828,7300
2020-09-16T00:00:00,22.5,22.5,22.378999710083008,17.029903411865234,300
2020-09-17T00:00:00,22.030000686645508,22.030000686645508,21.670000076293945,16.40387535095215,3000
2020-09-18T00:00:00,21.739999771118164,21.739999771118164,21.5,16.350887298583984,75700
2020-09-21T00:00:00,20.88999938964844,20.940000534057617,20.375999450683594,15.58178997039795,46400
2020-09-22T00:00:00,20.61000061035156,21.43000030517578,20.549999237060547,16.142715454101562,45800
2020-09-23T00:00:00,20.739999771118164,20.989999771118164,20.579999923706055,15.62039566040039,30100
2020-09-24T00:00:00,20.260000228881836,20.799999237060547,19.920000076293945,15.593901634216309,11900
2020-09-25T00:00:00,20.3799991607666,20.479999542236328,20.350000381469727,15.442502975463867,20700
2020-09-28T00:00:00,20.719999313354492,21.239999771118164,20.70800018310547,16.011756896972656,3600
